MJD,Magnitude,Error,Facility,Filter,Observer
57924.39932999993,19.1471,0.0781,SSO_KMTA19,KMT(I),KMT
57924.4223600002,19.3476,0.075,SSO_KMTA19,KMT(I),KMT
57924.469949999824,19.4767,0.0576,SSO_KMTA19,KMT(I),KMT
57924.517949999776,19.4566,0.0439,SSO_KMTA19,KMT(I),KMT
57924.57474000007,19.4254,0.0358,SSO_KMTA19,KMT(I),KMT
57924.623079999816,19.4508,0.0535,SSO_KMTA19,KMT(I),KMT
57924.67026000004,19.9264,0.1496,SSO_KMTA19,KMT(I),KMT
57924.72456,19.7302,0.1209,SSO_KMTA19,KMT(I),KMT
57924.77339999983,20.0724,0.1985,SSO_KMTA19,KMT(I),KMT
57925.39710000018,19.492,0.0824,SSO_KMTA19,KMT(I),KMT
57925.412849999964,20.1351,0.1786,SSO_KMTA19,KMT(I),KMT
57925.518190000206,19.7136,0.1528,SSO_KMTA19,KMT(I),KMT
57925.56642000005,19.8139,0.0992,SSO_KMTA19,KMT(I),KMT
57926.40965999989,19.6205,0.0956,SSO_KMTA19,KMT(I),KMT
57926.425629999954,19.411,0.072,SSO_KMTA19,KMT(I),KMT
57926.48126999987,19.4316,0.056,SSO_KMTA19,KMT(I),KMT
57926.53677000012,19.4029,0.0584,SSO_KMTA19,KMT(I),KMT
57926.71187000023,19.3418,0.0517,SSO_KMTA19,KMT(I),KMT
57927.39184000017,20.1143,0.2096,SSO_KMTA19,KMT(I),KMT
57927.494739999995,19.4548,0.095,SSO_KMTA19,KMT(I),KMT
57927.5293800002,16.9132,0.2761,SSO_KMTA19,KMT(I),KMT
57928.43661000021,19.4633,0.0745,SSO_KMTA19,KMT(I),KMT
57928.471690000035,19.7333,0.2641,SSO_KMTA19,KMT(I),KMT
57928.50603999989,19.4495,0.0643,SSO_KMTA19,KMT(I),KMT
57929.3848199998,20.1739,0.2197,SSO_KMTA19,KMT(I),KMT
57929.39479999989,19.931,0.3157,SSO_KMTA19,KMT(I),KMT
57929.39638999989,19.8223,0.1913,SSO_KMTA19,KMT(I),KMT
57929.43516999995,19.807,0.1105,SSO_KMTA19,KMT(I),KMT
57929.48038000008,19.5328,0.0699,SSO_KMTA19,KMT(I),KMT
57929.523579999804,19.3807,0.0837,SSO_KMTA19,KMT(I),KMT
57929.597519999836,18.7784,0.2961,SSO_KMTA19,KMT(I),KMT
57929.63412000006,19.3981,0.1359,SSO_KMTA19,KMT(I),KMT
57929.670340000186,19.5435,0.0705,SSO_KMTA19,KMT(I),KMT
57929.70574000012,19.3864,0.0436,SSO_KMTA19,KMT(I),KMT
57929.75254999986,20.0293,0.1265,SSO_KMTA19,KMT(I),KMT
57930.38428999996,20.0292,0.1607,SSO_KMTA19,KMT(I),KMT
57930.416720000096,19.4249,0.0794,SSO_KMTA19,KMT(I),KMT
57930.48708999995,19.414,0.0641,SSO_KMTA19,KMT(I),KMT
57930.57537999982,19.7704,0.0945,SSO_KMTA19,KMT(I),KMT
57930.615890000015,19.4618,0.0469,SSO_KMTA19,KMT(I),KMT
57930.61883000005,19.3032,0.0448,SSO_KMTA19,KMT(I),KMT
57930.652929999866,19.0927,0.0875,SSO_KMTA19,KMT(I),KMT
57930.69026000006,19.2787,0.1031,SSO_KMTA19,KMT(I),KMT
57930.72848000005,19.278,0.0834,SSO_KMTA19,KMT(I),KMT
57933.52379000001,19.766,0.0946,SSO_KMTA19,KMT(I),KMT
57933.56691000005,19.5661,0.0793,SSO_KMTA19,KMT(I),KMT
57933.60419999994,19.278,0.0644,SSO_KMTA19,KMT(I),KMT
57933.64355000015,19.8462,0.1103,SSO_KMTA19,KMT(I),KMT
57934.38562999992,19.2224,0.0546,SSO_KMTA19,KMT(I),KMT
57934.43546999991,19.2403,0.0451,SSO_KMTA19,KMT(I),KMT
57934.48060999997,19.1998,0.0516,SSO_KMTA19,KMT(I),KMT
57934.51939000003,19.9333,0.1082,SSO_KMTA19,KMT(I),KMT
57934.55885000015,19.5597,0.0759,SSO_KMTA19,KMT(I),KMT
57934.636710000224,20.1513,0.1415,SSO_KMTA19,KMT(I),KMT
57934.692910000216,19.7333,0.131,SSO_KMTA19,KMT(I),KMT
57934.73039000016,19.3521,0.0569,SSO_KMTA19,KMT(I),KMT
57935.37429000018,19.9803,0.1438,SSO_KMTA19,KMT(I),KMT
57935.38988000015,19.6059,0.0985,SSO_KMTA19,KMT(I),KMT
57935.43117000023,19.4189,0.06,SSO_KMTA19,KMT(I),KMT
57935.46939999983,19.3731,0.06,SSO_KMTA19,KMT(I),KMT
57935.50455000019,19.5223,0.0721,SSO_KMTA19,KMT(I),KMT
57935.55451000016,19.3796,0.0412,SSO_KMTA19,KMT(I),KMT
57935.59410999995,19.4437,0.0448,SSO_KMTA19,KMT(I),KMT
57935.63216000004,19.4078,0.0443,SSO_KMTA19,KMT(I),KMT
57935.6687599998,19.487,0.0478,SSO_KMTA19,KMT(I),KMT
57935.70661000023,19.4258,0.0524,SSO_KMTA19,KMT(I),KMT
57935.73641999997,19.3248,0.0619,SSO_KMTA19,KMT(I),KMT
57936.37074000016,19.8303,0.1671,SSO_KMTA19,KMT(I),KMT
57936.40511999978,19.8648,0.1271,SSO_KMTA19,KMT(I),KMT
57936.44234000007,19.4914,0.0691,SSO_KMTA19,KMT(I),KMT
57936.482590000145,19.398,0.0524,SSO_KMTA19,KMT(I),KMT
57936.518709999975,19.3415,0.0453,SSO_KMTA19,KMT(I),KMT
57936.56204000022,19.4799,0.0538,SSO_KMTA19,KMT(I),KMT
57936.613479999825,19.4978,0.0596,SSO_KMTA19,KMT(I),KMT
57936.65390999988,20.185,0.1743,SSO_KMTA19,KMT(I),KMT
57936.693179999944,20.0452,0.1499,SSO_KMTA19,KMT(I),KMT
57938.39239999978,19.469,0.112,SSO_KMTA19,KMT(I),KMT
57938.467499999795,19.3821,0.0809,SSO_KMTA19,KMT(I),KMT
57938.51782999979,19.3704,0.0717,SSO_KMTA19,KMT(I),KMT
57938.567030000035,19.3842,0.0619,SSO_KMTA19,KMT(I),KMT
57938.6046699998,19.509,0.0725,SSO_KMTA19,KMT(I),KMT
57938.64996000007,19.6599,0.1013,SSO_KMTA19,KMT(I),KMT
57938.68912000023,19.9052,0.1353,SSO_KMTA19,KMT(I),KMT
57938.7217600001,19.5136,0.094,SSO_KMTA19,KMT(I),KMT
57939.42088000011,20.0167,0.2472,SSO_KMTA19,KMT(I),KMT
57939.461800000165,19.4402,0.1181,SSO_KMTA19,KMT(I),KMT
57939.53880000021,19.5428,0.12,SSO_KMTA19,KMT(I),KMT
57939.586709999945,19.1558,0.0955,SSO_KMTA19,KMT(I),KMT
57939.63532999996,19.3898,0.0797,SSO_KMTA19,KMT(I),KMT
57939.685959999915,19.6181,0.1244,SSO_KMTA19,KMT(I),KMT
57940.41929000011,19.8177,0.3183,SSO_KMTA19,KMT(I),KMT
57940.50390999997,19.5142,0.1787,SSO_KMTA19,KMT(I),KMT
57940.54308000021,19.3828,0.1606,SSO_KMTA19,KMT(I),KMT
57940.582760000136,19.6781,0.3636,SSO_KMTA19,KMT(I),KMT
57940.5855899998,20.2126,0.3756,SSO_KMTA19,KMT(I),KMT
57940.64735999983,19.4346,0.1658,SSO_KMTA19,KMT(I),KMT
57940.64894000022,19.5799,0.1867,SSO_KMTA19,KMT(I),KMT
57940.685709999874,19.1998,0.1597,SSO_KMTA19,KMT(I),KMT
57941.386779999826,18.5534,0.2139,SSO_KMTA19,KMT(I),KMT
57941.47153000021,18.997,0.2731,SSO_KMTA19,KMT(I),KMT
57941.54758000001,19.1812,0.4399,SSO_KMTA19,KMT(I),KMT
57941.5888100001,19.7002,0.9962,SSO_KMTA19,KMT(I),KMT
57941.63781000022,18.6034,0.175,SSO_KMTA19,KMT(I),KMT
57941.67391999997,18.8475,0.2274,SSO_KMTA19,KMT(I),KMT
57941.721539999824,19.471,0.5209,SSO_KMTA19,KMT(I),KMT
57942.63289000001,19.5963,0.2723,SSO_KMTA19,KMT(I),KMT
57943.62254999997,17.6902,0.1566,SSO_KMTA19,KMT(I),KMT
57943.62401999999,18.9329,0.1722,SSO_KMTA19,KMT(I),KMT
57943.701379999984,18.8078,0.0934,SSO_KMTA19,KMT(I),KMT
57943.71633999981,19.4769,0.2734,SSO_KMTA19,KMT(I),KMT
57944.638309999835,19.6152,0.1065,SSO_KMTA19,KMT(I),KMT
57944.67732999986,19.6764,0.128,SSO_KMTA19,KMT(I),KMT
57945.3536700001,19.4058,0.102,SSO_KMTA19,KMT(I),KMT
57945.371139999945,19.4889,0.0726,SSO_KMTA19,KMT(I),KMT
57945.40730000008,19.6125,0.0952,SSO_KMTA19,KMT(I),KMT
57945.44357000012,19.6934,0.1079,SSO_KMTA19,KMT(I),KMT
57945.494030000176,19.3828,0.0682,SSO_KMTA19,KMT(I),KMT
57945.52962999977,19.3486,0.0495,SSO_KMTA19,KMT(I),KMT
57945.577450000215,19.5998,0.0866,SSO_KMTA19,KMT(I),KMT
57946.367130000144,19.3341,0.0724,SSO_KMTA19,KMT(I),KMT
57946.38607000001,19.3318,0.0625,SSO_KMTA19,KMT(I),KMT
57946.42825999996,19.43,0.0692,SSO_KMTA19,KMT(I),KMT
57946.463969999924,19.3489,0.0625,SSO_KMTA19,KMT(I),KMT
57946.50136000011,19.3597,0.0646,SSO_KMTA19,KMT(I),KMT
57947.360040000174,20.0062,0.2123,SSO_KMTA19,KMT(I),KMT
57947.36758999992,19.5553,0.1047,SSO_KMTA19,KMT(I),KMT
57947.40646999981,19.2979,0.0775,SSO_KMTA19,KMT(I),KMT
57947.49768000003,19.3022,0.0646,SSO_KMTA19,KMT(I),KMT
57947.53929000022,19.2372,0.0733,SSO_KMTA19,KMT(I),KMT
57947.578980000224,19.4304,0.2095,SSO_KMTA19,KMT(I),KMT
57947.61548000015,19.7098,0.1424,SSO_KMTA19,KMT(I),KMT
57947.658749999944,20.0597,0.1755,SSO_KMTA19,KMT(I),KMT
57947.70502000023,19.9591,0.1702,SSO_KMTA19,KMT(I),KMT
57949.53707000008,19.8587,0.0961,SSO_KMTA19,KMT(I),KMT
57949.57855999982,19.7557,0.0968,SSO_KMTA19,KMT(I),KMT
